;primcmnum;subcmnum;text;username
280;44;2;"lol und schon ist ein ""wie in der DDR"" bereits "" AfD-Polemik "" ich fasse es nicht.";JohnHoss
281;48;2;"Die AfD will nur bei sehr speziellen Themen und nur kurz ""Direkte Demokratie"" - um populistische Ergebnisse zu erzielen. Dann muss alles für immer in Stein gemeißelt bleiben - siehe GB. Über Brexit darf - jetzt wo viele Lügen auffliegen - nie mehr abgestimmt werden. Nix mit ""Direkter Demokratie"".  Die Grünen waren schon immer für direkte Demokratie. Das haben Sie schön übersehen, bzw. absichtlich ausgelassen.";U. Witt
282;50;2;der einzige, der hier hetzend auffällt, sind wohl Sie mässigen Sie sich.;JohnHoss
283;50;3;U. Witt, mal langsam, nach der Umfrage heute kam die AfD auf ca 17 %.. Nach Ihren Aussagen müssten es 71 % sein;Johannes aus Hessen
284;50;4;„Haben Sie nichts als Klischees, Hass, Vorurteilen und Phrasen auf Lager?“ Das ausgerechnet Sie das fragen ist wirklich witzig. Sie trollen sich hier mit den einfachsten Phrasen auf jeden Kommentar der Ihnen nicht gefällt (und das sin viele) durchs Forum .Außer Antworten wie „typisch Afd-Wähler“ ohne anderen Diffamierungen ist von Ihnen noch nicht einmal etwas substanzielles geantwortet worden. Aber sie machen sich, das Leben wahrscheinlich leicht, indem sie Ihr Gegenüber einfach als blöd deklarieren und somit keine inhaltlichen. Gegenargumente mehr vorbringen müssen.;ibsche
285;52;2;Ein Kommentar vorher beschweren sie sich noch über Klischees und Vorurteile und dann das.;Daco
286;53;2;"Haben Sie nur Lügen und Propaganda auf Lager oder auch nur den Hauch von Substanz? Von den ""Linken"" haben Sie jedenfalls 0,0 Ahnung, dafür umso mehr nachgeplapperte Vorurteile. Zweifellos wird an den angeblichen ""60 Geschlechteridentitäten"" die Welt untergehen, spätestens morgen. Oh Gott.";U. Witt
287;53;3;"Nein daran geht die Welt nicht unter, aber sie gesundet auch nicht und ""Blues Man"" hat mich schon richtig verstanden und genau deswegen nenne ich sie auch ""Life-Style-Linke"", die sich in ""open-border-globalen-Altruismus-Themen"", Genderpolitik und ein paar ökologischen Apellen erschöpft, aber gar nicht daran denkt Leiharbeit und Niedriglohngewerbe weiter zu regulieren und zu reformieren und in jedem Handelspakt wie TTIP keinerlei Risiken und ""nure Gutes"" sieht. Die letzten beiden Aspekte sind nur eine kleine Auswahl von vielen, die sich alle mit dem ""schnöden Mammon"" beschäftigen. Das scheint für sog. etablierte Parteien links von der Mitte kein wichtiges Thema mehr zu sein. Warum auch, es betrifft den Life-Style-Linken""-Gutverdiener ja nicht.";Horatio Caine
288;53;4;"Sie bezeichnen sich selber als Politwissenschaftler und rotzen nur im Forum Foristen an, die mit den Grünen hadern. Ich glaube Ihnen den ""Politwissenschaftler"" nicht. Wären Sie einer, wären Sie nicht dermaßen ideologisiert, verletzend und anmaßend. Dann hätten Sie nämlich Argumente, die Sie sachlich entgegenhalten würden. Politikwissenschaftler - im Leben nicht.";Kark
289;54;2;"""Da beschwert man sich dann immer, dass 'die Politiker' so kurzfristig denken würden, aber kaum versucht dann einer etwas Langfristiges - Zack! ist er auch schon wieder weg."" Immerhin: Der Gesellschaftsumbau seit 2015 ist definitiv langfristig.";Eusebius123
290;55;2;Ihren anfänglichen Ausführungen kann ich noch folgen, aber dann wird es schwierig: - Wer ist das Volk? - Was hat das mit Liberalismus zu tun? ... vielleicht können Sie das erklären?;walter123
291;55;3;Passend dazu ein Interview mit Frau Göring-Eckardt im Spiegel online. Da ist vom starken Staat die Rede. Man will zwar niemanden mehr, sondern das System ändern. Ein Widerspruch in sich! http://m.spiegel.de/polit...;Nero Rauch
292;55;4;....niemanden mehr bevormunden....;Nero Rauch
293;55;5;"Ach, das rechte Klischee von der ""Bevormundungspartei der Grünen"" (empirisch völliger Schwachsinn), die man lieber selber sein möchte - nur in eine böse, egozentrische, ausbeuterische Gegenrichtung.";U. Witt
294;55;6;"Weils niemand (ausser der Schweiz) versucht hat. Überall sind die vorherrschenden Mächte, sei es der Adel von früher oder der neue Adel von heute (Wirtschaft, Medien, Politik, etc.) nicht bereit Macht abzugeben. Den Schweizern musste man sie abgeben weil sie einfach zu den Waffen gegriffen haben und sich ihre Freiheit und ihr Recht erkämpften. ""Un dann ist da noch die Frage, ob als Volk bereits 50,1% des Volkes ausreichen."" Kommt drauf an für was. Ich würds so machen, für einfacheres ja für schwierigeres höhere Prozente.";Gaius1995
295;55;7;"""Wer ist das Volk?"" Aus rechtlicher Sicht die Staatsbürger wobei mir lieber wäre wenn mans auf die Staatsbürger beschränken könnte die selber bereit sind sich als Deutsche und Teil des deutschen Volkes zu sehen. ""Was hat das mit Liberalismus zu tun?"" Es gab vor einiger Zeit mal einen Artikel in der Zeit (ich find ihn leider schon länger nicht mehr) da wurden diverse Freiheit über die Demokratie gestellt vom Autor und genau da sind wir heute in der Debatte mit vielen dieser Globalisierungsgewinner. Da ist persönliche Freiheit wichtiger als die Frage der Demokratie.";Gaius1995
296;55;8;Es wäre in Deutschland ohne weiteres möglich, daß sich Bürger, denen die direkte Demokratie am Herzen liegt, zu einer Partei zusammenschließen und sich zur Wahl stellen. Dann käme das in Gang. Aber das geschieht nicht, aus meiner Sicht, weil es den Leuten nicht so wichtig ist. Die allermeisten fühlen sich gut vertreten.;Wolfhuber
297;59;2;Kein substanzielles Gegenargument zur Hand, also wird verunglimpft und zur Nazikeule gegriffen. Woher kommt nur Ihre Wut auf Andersdenkende?;Nero Rauch
298;60;2;"""Die heftige Auseiandersetzung um demokratische Grundpositionen hat etwas sehr Gutes. Es zwingt diejenigen, die in diesem System Demokratie groß geworden sind und Erfolg hatten, die freiheitlichen Werte als nicht selbstverständlich anzusehen"" So weit gebe ich Ihnen recht. Allerdings droht die Gefahr ganz sicherlich von denjenigen, die nun diffamiert sind, weil Andersdenkende, sondern von denjenigen die meinen, sie haben alleine Anrecht auf ihre politische Meinung und können alle anderen als populitistisch diffamieren. Da fehlt es wirklich an demokratischer Grundbildung. Es ist aber nichts Neues und typisch fuer die totalitäre Linke, wie es bereits Orwell in seinem Animal fram beschrieben hat - manche sind einfach gleicher als die anderen.";JohnHoss
299;60;3;""" Aber die AfD verweigert sich diesem Diskurs "" Die AfD verweigert sich nicht dem Diskurs, sie stellt nur Kernpositionen der anderen Parteien in Frage und diese Partein sind fundamental nicht bereit über diese Kernpositionen ergebnisoffen zu debattieren.";Gaius1995
300;60;4;Referatsleiter Welchen Aspekt haben Sie nicht verstanden?;Baustellenfahrzeug
301;60;5;Nun, den Unfug mit dem Häuser anzünden. Bitte mal belegen.;Referatsleiter
302;60;6;"Gaius1995 Wann haben Sie von Mitgliedern der AfD je einen inhaltlichen Diskussionsbeitrag gehört, der über populistische Parolen hinausginge? Tun Sie sich das mal an und hören ein paar Reden dieser Politiker im Bundestag. Nichts als Phrasen, keine Argumentation. Der kausale Nebensatz taucht bei diesen Leuten nicht auf. Nur ""Wenn....dann""-Sätze. Panikmache, aber keine sachliche Auseinandersetzung.";Baustellenfahrzeug
303;60;7;"Populisten (das ist genau definiert) populistisch zu nennen, ist einfach nur korrekt. Klar, das passt Populisten nicht. Aber da fehlt es eher IHNEN an ""demokratischer Grundbildung"".  Als studierter Politikwissenschaftler und Historiker weiß ich genau, was Populisten sind, waren und sein werden. Und nein, das sind nicht einfach ""Andersdenkende"". Schöner Versuch, aber sehr durchschaubar. Ihre Verharmlosungs-Propaganda können Sie stecken lassen. Das funktioniert nur bei sehr Einfältigen.  ""Totalitäre Linke"" - is klar. Schön ablenken von eigenen totalitären Bestrebungen. Auch das ist klar definiert.  Und ebenso Animal farm - viele schöne Übertragungsfehler verraten auch Ihren Ungeist, den Sie hier mit Ablenkungsmanövern vertreten.";U. Witt
304;60;8;"""Panikmache, aber keine sachliche Auseinandersetzung."" Sehe ich anders aber gut, ist ihre Meinung. Die ""sachliche Auseinandersetzung"" wird sehr oft nur dazu genutzt etwas zu Tode zu diskutieren, zu verwässern und statt mal grundsätzlich und definitiv zu werden immer im ungefähren zu verbleiben mit vielen Nebensätzen, viel Geschwafel und keiner Konsequenz. Es ist durchaus erfrischend das die AfD (und teilweise die Linke) da zumindest des öfteren mal ""Klartext"" redet anstatt immer schön geschachtelt nichts zu sagen.";Gaius1995
305;60;9;"Die Afd trägt 0,0 zu irgendeinem Diskurs bei. Was Sie so wortreich beschreiben, ist nur AfD-Getrolle ohne ""Kernpositionen"", ""ergebnisoffene Debatte"" oder Hintergrundwissen. Sorry, aber Lügengeschichten fallen in einer Zeit, in der AfD-""Politik"" live verfolgt und anhand von Statistiken (z.B. in den Landtagen) nachvollzogen werden kann, doch sehr auf.  Die AfD verweigert sich jedwedem inhaltlichen Diskurs, weil sie einfach statt Argumenten und Diskursfähigkeit nur Getrolle und Propaganda kann. Fakten hat sie auch keine, nur Dystopien und Phrasen. Stets im Bundestag, in den Landtagen und auf AfD-Parteitagen für jeden öffentlich zu ""bewundern"". Für wie dumm halten Sie Ihre Mitbürger eigentlich?";U. Witt
306;60;10;Nun, ich finde den Gedanken, unsere Grenzen wieder zu sichern, wenn die Migrationswelle gerade zu uns rollt, weil sich die meisten verständlicherweise das beste Land herauspicken, nicht so unvernünftig. Polemisch ist da wohl eher derjenige, der nach über einer Millionen Migranten immer noch meint, dies als das Selbstverständlichste der Welt verkaufen zu müssen.;JohnHoss
307;60;11;"Referatsleiter Typisch für manche Foristen ist es, andere Positionen zunächst zu diffamieren mit Begriffen wie ""Unfug"", ""Blödsinn"" usw. Dann folgt der Imperativ, dass man das belegen soll. Spätestens dann kann man die Diskussion einstellen. Das kennt man von Hunderten Diskussionsveranstaltungen, wo Rechte, Rechtsradikale, Rechtspolulisten, ""besorgte Bürger"" und/oder ""Abendlandretter"" auftauchen. Nicht, dass Sie sich zwingend dazurechnen, aber Sie nutzen genau diese durchschaubare Diskussionsverweigerung.";Baustellenfahrzeug
308;60;12;Ok, also keine Belege, war klar...;Referatsleiter
309;60;13;"""Die AfD verweigert sich jedwedem inhaltlichen Diskurs, weil sie einfach statt Argumenten und Diskursfähigkeit nur Getrolle und Propaganda kann. "" Die AfD hat in weiten Teilen mit ihrer Kritik zur Migration völlig recht. Da sind mehr als genug Argumente und Diskursfähigkeit da. Wenn das von der AfD nur Getrolle ist, was bitte ist dann die Tatsache das die Kanzlerin des deutschen Volkes es nicht schafft Grenzen zu schließen weil sie ganz offensichtlich nicht mal genug Mumm in den Knochen hat eine harte Entscheidung zu fällen bzw. sich im Anblick des Fehlers dann auch diesen Fehler tatsächlich einzugestehen ?";Gaius1995
310;60;14;JohnHoss Genau das ist der Beweis der These der Diskusverweigerung. Es wird eine Forderung aufgestellt. Punkt. Löst eine geschlossene Grenze das Problem der weltweiten Völkerwanderung? Ist eine geschlossene Grenze eine Bekämpfung der Ursachen solch einer Völkerwanderung? Kann man eine mehrere tausend Kilomenter lange (für Europa mehrere 10-tausend Kilometer lange) Grenze schließen? Verträgts sich das Schließen der Grenze mit den im GG festgeschrieben humanitären Grundwerten oder verstößt die Schließung der Grenze, während jenseits der Grenze das Massensterben beginnt gegen GG Art 1. Alles das müsste diskutiert werden. Wird aber von der AfD nicht. Nur populistische Forderung.;Baustellenfahrzeug
311;60;15;"Referatsleiter Das verstehe, wer will. Sie sagen, Sie haben etwas NICHT verstanden, wissen aber, dass es ""Unfug"" ist. Wieder ein Beweis. Duskusunfähigkeit.";Baustellenfahrzeug
312;60;16;"Diese ""Grenzen-nicht-geschlossen""-Lügen (ja, Voßkuhle behauptet das, aber es wurde massenhaft widerlegt und hat keiner Klage standgehalten) zeigt schon, dass Fakten nicht vorhanden sind.  ""Mumm in den Knochen"", ""eine harte Entscheidung"" und ähnliches Getöse passt zwar zum ersehnten Führerprinzip der AfD(ler) aber nicht zu verantwortungsvollem politischem Handeln. Lösungen sind von AfDlern nie zu erwarten, stets nur die Wiederholung von oft widerlegten Phrasen und brutale Vorschläge, die Kontexte komplett leugnen.";U. Witt
313;60;17;So sehen halt für AfDler politische Aussagen aus. Den Unterschied checken die nicht. Für ihre Wähler ist das wie für Trumpwähler egal. Klar, wo die AfD doch auch voll und ganz hinter Trump steht.  Da weiß man doch Bescheid.;U. Witt
314;60;18;Wer derlei abstruse Behauptungen aufstellt, sollte mal an seiner eigenen Diskursfähigkeit arbeiten.;Referatsleiter
315;62;2;@ #62 / Vox critica zitat: «Wenn die Babyboomer-Generation in gut einem Jahrzehnt in Rente geht und ihren ersten Rentenbescheid sieht, wird die Krise erst richtig losgehen» wer bei der betrachtung des ersten rentenbescheides in panik gerät, der hat die 40 jahre zuvor die prioritäten falsch gesetzt.;think-different
316;68;2;Schreib Deutsch - Cornflake.;Sonnig.Klug.Echt.
317;68;3;"""Sie wählen AfD - nur solche Bürger benötigen zum Überleben dringendst Plastiktüten und Strohhalme aus Plastik, Getränkedosen und Massen von Fleisch. "" Soziologe?";Johannes aus Hessen
318;69;2;"""wenn homosexuelle heiraten dürfen"".  Die Ehe ein verfassungsrechtlicher Begriff. Das Grundgesetz hat man aber nicht geändert, sondern das einfache Gesetz (BGB). Damit untergräbt man die Verfassung, hebelt sie sogar aus.  Islamisierung ist eine Lüge? Also leben nicht mehr und mehr Muslime in Europa. Alles Fake?";t.lanister
319;69;3;"Und das Hier-Leben macht schon eine ""Islamisierung"" aus? Wo? Meine Stadt ist voller Kirchen, keine einzige Moschee weit und breit. In den Schulen wimmelt es von evangelischen und katholischen Kindern. Ist das Christsein derart in Gefahr allein durch die Existenz von Muslimen (seit Jahrzehnten im Übrigen)? Für wie schwach halten Sie als AfDler eigentlich Deutschland und die Deutschen? Oh je, ein paar Prozent Muslime - Deutschland geht unter. Ja, solche Behauptungen sind Fearmongering, populistische Lügen aus perfiden Gründen.  Das IST Fake.";U. Witt
320;69;4;Darauf bekommen Sie keine Antwort. U.Witt ist schon längst dabei den nächsten Kommentator als Afd-Wähler zu diffamieren . An inhaltlicher Debatte ist er nicht interessiert.;ibsche
321;71;2;Die Schuld an der AfD können Sie als AfD-Fan schon selbst behalten. Oder sind Sie ein unmündiges Baby? Mein 6 Wochen alter Enkel, der ist nicht schuld. Sie als Wähler solch einer Partei allerdings schon. Sonst niemand.;U. Witt
322;71;3;"Der wohl beste ""Grund"" für den Aufstieg der AfD ist die aus gesinnungsethischen Motiven erfolgte mediale Inszenierung und verabsolutierte politische Idealisierung des ""Flüchtlingstroms"" als die sinnvolle Aufnahme in Not geratener Opfer. Leider erleben wir aber alle täglich, dass nicht nur berohte Flüchtlinge kommen, sondern auch viele Migranten, die niemals bedroht waren und hier nur sehr dreist und robust ihren Vorteil suchen. Hätten die Grünen hier verantwortungsethisch differenziert, wäre es nie zu dieser Polarisierung und dem Aufstieg der AfD gekommen.";satis est
323;71;4;"Wow, Propagandaphrasen pur. Nein, ""wir erleben das keineswegs alle täglich"". Das ""erlebt"" nur, wer entsprechende faktenverdrehende blaubraune Presse konsumiert.  Aber Grüne sind die Bösen - ist klar. Wann haben die nochmal zuletzt regiert?  Und an der AfD sind immer noch deren ""Politiker"" und Wähler schuld, sonst niemand.  Im Übrigen ist auch ""Gesinnungsethik"" wenn die dahinterstehende Gesinnung aus den 30er Jahren bekannt ist - für ihr Zerstörungspotenzial. ""Verantwortungsethik"" ist das nicht, noch nie gewesen.";U. Witt
324;73;2;Drei genügen auch :-);Johannes aus Hessen
325;77;2;Nein, das war ein MASSENschicksal. Könnte man wissen, wenn man statt viel Meinung nur ein wenig Ahnung einbringen würde.  Nein, Menschen geht es alles in allem in D keineswegs schlechter als in einem angeblichen Früher-Paradies.;U. Witt
326;77;3;"Und wer sollen die Verlierer der Globalisierung sein? Mein Vater arbeitete sechs Tage, 48 Stunden die Woche, Stundenlohn 40 Pfennige und war während der Wintermonate arbeitslos und es gab weder Kindergeld noch Wohngeld. Und von meinen 40 Klassenkameradengingen gerade mal vier auf eine höhere Schule, von den M,ädchen gar keins. Die Geschichte kann auch ganz anders aussehen. Ich könnte folgendes erzählen:  # Mein Vater hat nach Ausbildung/Studium sofort einen unbefristeten sozialversicherungspflichtigen Vollzeitarbeitsplatz, der seiner Qualifikation entsprach und es ihm ermöglichte, eine Familie zu gründen, Wohneigentum zu erwerben, fürs Alter vorzusorgen etc.  # In der heutigen Zeit sind junge Menschen mit einer gleichwertigen / höherwertigen Ausbildung froh, als Praktikanten, Volonatäre, Trainees oder über eine Zeitarbeitsfirma arbeiten zu können, um ""Berufserfahrung sammeln"" und Lücken im Lebenslauf vermeiden zu können. Dank der üblichen Jobbefristungen und prekären Jobverhältnisse gestaltet sich die Familiengründung schwierig, wenn der Arbeitsvertrag eine kürzere Laufzeit hat als eine Schwangerschaft. An Wohneigentum ist auch nicht zu denken, weil ständige Mobilität abgefordert wird, während die Löhne gering sind. Und dort, wo es überhaupt Jobs gibt, bekommt der junge Arbeitnehmer mit befristetem Arbeitsvertrag und geringem Einkommen nicht mal einen Mietvertrag für ein (überteuertes) Wohnklo, das als ""Appartement"" vermietet wird.";Ihr Schreiben ist in unserem Papierkorb eingegangen
327;77;4;"Nein, Menschen geht es alles in allem in D keineswegs schlechter als in einem angeblichen Früher-Paradies. Sie scheinen, nicht zuverstehen oder nicht verstehen zu wollen. Es geht nicht um ""alles in allem"", es geht nicht um Durchschnitte... Es geht darum, dass es (ohnehin privilegierten) Gesellschaftsschichten in Deutschland heute besser denn je geht, während große Teile der deutschen Gesellschaft heute deutlich schlechter gestellt sind als noch vor vielen Jahren.";Ihr Schreiben ist in unserem Papierkorb eingegangen
328;78;2;Wie kommen Sie zu dieser Interpretation? Hier ist offenkundig von Pegida- und AfD-Klientel die Rede. Die erreicht man bekanntlich nicht mehr mit Journalismus oder gar Argumenten. An dieser Tatsachenfeststellung kann ich nichts arrogantes erkennen.;c0mm0n sense
329;78;3;Aber es ist den AfDler und Pegidisten halt peinlich, da rettet man sich dann mit Arroganz-Vorwürfen.;U. Witt
330;79;2;+++ Gefällt Anti-Demokraten wie Ihnen nicht - schon klar. +++ Immer wieder schön: Wenn Unterstellungen Argumente ersetzen sollen, kommen solche Kommentare heraus. Und Buzzwords wie AfD dürfen auch nicht fehlen :-) Netter Versuch, wirkt nur etwas hilflos.;kemal_acaröz
331;82;2;"""Merkel ist auch an der Hitze und der Sommergrippe meiner Frau schuld"" Gute Besserung Ihrer Frau und Ihnen.";Johannes aus Hessen
332;83;2;Das Programm einer Partei, vor der Wahl in einem demokratischen Land, sagt eher wenig aus. Aber man kann sich ja mit einigen extremen Mitgliedern und extremen Aussagen befassen, sei denn man vertritt dieselbe Meinung. Dann isses natürlich nicht extrem. Bezieht sich auf die AfD.;sichdenwohlfschreibt
333;83;3;Das AfD-Programm ist ganz vernünftig. Bei den Grünen gibts (noch) keins - die wollen das austanzen lassen bis 2020.;Sonnig.Klug.Echt.
334;84;2;"Ich bin kein ""staatlich gepamperter, der sich für was bessere hält. Eigtl. gehöre ich in gewisser Weise zu den Verlierern, der Digitalisierung. Und nu?  Wenn Rechtsextreme jede Diskussion fluten und an sich reissen wollen, dann ist das ein Angriff auf die Demokratie, was denn sonst?";sichdenwohlfschreibt
335;84;3;"""Mehr Hass gegen Mitbürger, die Sie nicht kennen, geht noch?"" Mehr als Sie hier in einer Stunde ausgespuckt haben dürfte auch ""Ohne Angst"" nicht auf Lager haben :-)";Johannes aus Hessen
336;85;2;Sie sind vermutlich einfach nicht die Zielgruppe des Zeitverlags. Der freie Markt bietet Ihnen hoffentlich eine geeignete Alternative. Focus oder Bild werden Ihren Bedürfnissen vielleicht eher gerecht. Was bedeutet eigentlich verquart?;c0mm0n sense
337;85;3;"Moin, der Text ist von Anfang geschrieben worden, um eine Abgrenzung von ""wir"" und ""ihr"" zu begründen:""Wir"" verstehen diesen Text dank unserer Bildung und Intelligenz*. ""Ihr"" hingegen ... Darum haltet den Mund, macht alle vier Jahre brav ein Kreuzchen bei den Parteien im ""Overton Window"" und haltet euch ansonsten gefälligst raus. Ihr habt ja gesehen was passiert wenn ihr das nicht tut, dann kommt ein Hitler.  (wobei der von eben solchen ""Eliten"" installiert wurde) HAND *ähnliche Texte die auch nur von wirklich Gebildeten verstanden werden können hier: http://www.elsewhere.org/... (Sarkasmus-Alarm)";Vorticon
338;85;4;verquart? Am besten  den Autor Thomas E. Schmidt fragen. Der versteht was von gekünstelter Sprache - in verkrampfter Weise bemüht, angenehm oder originell zu erscheinen!;KlausKlein
339;88;2;So ist es.;Consolato Generale
